"","AF","PY","TC"
"2304","HEBBAR, ASHWIN K.;SHASHIDAR, K.;KISHOR, KAMAL;MANJUNATH;SHIVAKUMAR, H. C.",2013,0
"2305","HAN, JING L.;LORIAUX, DANIEL B.;TYBOUT, CAROLINE;KINON, MERRITT D.;RAHIMPOUR, SHERVIN;RUNYON, SCOTT L.;HOPKINS, THOMAS J.;BOORTZ-MARX, RICHARD L.;LAD, SHIVANAND P.",2016,3
"2306","MIURA, Y;NARUMI, A;MATSUYA, S;SATOH, T;DUAN, Q;KAGA, H;KAKUCHI, T",2005,79
"2307","DAVIS, MELLAR P.;MITCHELL, GEOFFREY K.",2012,7
"2308","MAMMANA, MARCO;PANGONI, ALESSANDRO;LORENZONI, GIULIA;CATELLI, CHIARA;NATALE, GIUSEPPE;GREGORI, DARIO;DELL'AMORE, ANDREA;REA, FEDERICO",2021,1
"2309","BAKER, WILLIAM L.;RADOJEVIC, JOSEPH;GLUCK, JASON A.",2016,17
"2310","TURNER, D.;STEINHART, A. H.;GRIFFITHS, A. M.",2007,68
"2311","TARTAGLIA, NICOLA;DI LASCIA, ALESSANDRA;CIANCI, PASQUALE;FERSINI, ALBERTO;PACILLI, MARIO;PAVONE, GIOVANNA;AMBROSI, ANTONIO",2020,7
"2312","SILVESTRI, VALERIA;D'ETTORRE, GABRIELLA;BORRAZZO, CRISTIAN;MELE, RITA",2019,14
"2313","LEVITZ, LEWIS;REICH, JOSEPH;HODGE, CHRIS",2018,2
"2314","ALBARRAN, SUSANNE A.;SANDBANK, MICHEAL P.",2019,8
"2315","WACHTER, D. L.;BUETTNER, M. J.;GRIMM, K.;HARTMANN, A.;AGAIMY, A.",2010,2
"2316","SCHIFF, NICHOLAS D.;GIACINO, JOSEPH T.;FINS, JOSEPH J.",2009,41
"2317","BADYAL, RAMA KUMARI;VASISHTA, RAKESH KUMAR;KAKKAR, NANDITA;PATRA, DEVI PRASAD;SALUNKE, PRAVIN;SAVARDEKAR, AMEY",2014,1
"2318","SCARPINI, ELIO;BRUNO, GIUSEPPE;ZAPPALA, GIUSEPPE;ADAMI, MARINA;RICHARZ, UTE;GAUDIG, MAREN;JACOBS, ADAM;SCHAEUBLE, BARBARA",2011,25
"2319","FALLGATTER, AJ",2001,29
"2320","SHRIDHARANI, SACHIN M.;TUFARO, ANTHONY P.",2012,45
"2321","CHUFAL, SANJAY S.;CHUFAL, KUNDAN S.;PANT, PRABHAT;RIZVI, GHAZALA;PANDEY, HARI S.;SHAHI, KEDAR S.",2017,1
"2322","WILKES-GILLAN, SARAH;CORDIER, REINIE;CHEN, YU-WEI;SWANTON, RUTH;MAHONEY, NATASHA;TRIMBOLI, CONCETTINA;YULE, ELISA;TAM, ELAINE",2021,0
"2323","PATEL, PRATIKSHA R.;SHRESTHA, MONICA;DUDHAMAL, T. S.",2018,0
"2324","MASUYAMA, HISASHI;HARAGA, JUNKO;NISHIDA, TAKASHI;OGAWA, CHIKAKO;KUSUMOTO, TOMOYUKI;NAKAMURA, KEIICHIRO;SEKI, NORIKO;YANAI, HIROYUKI;HIRAMATSU, YUJI",2016,4
"2325","AARIMAA, V;RANTANEN, J;HEIKKILA, J;HELTTULA, I;ORAVA, S",2004,111
"2326","ZACK, DANA E.;STERN, DEBRA A.;WILLIS, AMANDA L.;KIM, ALEXANDER S.;MANSFIELD, CORINNE J.;REED, DANIELLE R.;BROOKS, STEVEN G.;ADAPPA, NITHIN D.;PALMER, JAMES N.;COHEN, NOAM A.;CHIU, ALEXANDER G.;SONG, BRIAN H.;LE, CHRIS H.;CHANG, EUGENE H.",2021,1
"2327","TAYLOR, JONTE' C.;RIZZO, KAREN L.;HWANG, JIWON;HILL, DORIS",2020,3
"2328","OLYARCHUK, LIZANNE D.;WILLOUGHBY, DEBORAH;DAVIS, STEPHANIE C.;NEWSOM, STACEY A.",2012,8
"2329","TZOURIO, N;PETIT, L;MELLET, E;ORSSAUD, C;CRIVELLO, F;BENALI, K;SALAMON, G;MAZOYER, B",1997,22
"2330","HILBERT, KEVIN;LUEKEN, ULRIKE",2020,3
"2331","TSAO, JCI",2006,2
"2332","MELEIS, AHMED;JHAWAR, SACHIN R.;WEINER, JOSEPH P.;MAJMUNDAR, NEIL;MAHTABFAR, ARIA;LIN, YONG;JABBOUR, SALMA;DANISH, SHABBAR;GOYAL, SHARAD",2019,4
"2333","GAJAR, A",1992,27
"2334","MORRIS, ZOE SLOTE;BOYLE, ADRIAN;BENIUK, KATHLEEN;ROBINSON, SUSAN",2012,58
"2335","LEV-YADUN, SIMCHA",2022,0
"2336","FEENEY, TIMOTHY;YLVISAKER, MARK",2006,50
"2337","COUCE, MD;CHERCHI, V;FARAGLIA, G;RUSSO, U;SINDELLARI, L;VALLE, G;ZANCAN, N",1996,15
"2338","SARACENI, CHRISTINE;AGOSTINO, NICOLE;CORNFIELD, DENNIS B.;GUPTA, RANJU",2013,15
"2339","SCHWERK, NICOLAUS;ROCHWALSKY, ULRICH;BRINKMANN, FOLKE;HANSEN, GESINE",2011,5
"2340","ANDERSON, LA;HAKOJARVI, SL;BOUDREAUX, SK",1998,23
"2341","TIGCHELAAR, MAGDA",2020,0
"2342","MOROZ, KB;JONES, KM",2002,18
"2343","PEREZ-VELASCO, R;HERVAS-BENITO, I",2001,0
"2344","SCOTT, ANNA MAE;CHALMERS, IAIN;BARNETT, ADRIAN;STEPHENS, ALEXANDRE;KOLSTOE, SIMON E.;CLARK, JUSTIN;GLASZIOU, PAUL",2021,4
"2345","ROMANO, MOLLIE;EUGENIO, JOHANNA;KIRATZIS, EDIE",2021,1
"2346","WALKER, CJ;CLEMENT, PW",1992,8
"2347","CHAUDHURI, A;BEKDASH, BA",2002,13
"2348","WU, RONGHUA;LIU, XING;SONG, YAJUN;YI, SHANHONG;CHEN, WEI;FU, WANLEI;ZHU, JINGZHEN",2022,0
"2349","SORENSEN, MIKAEL;DE LATHAUWER, LIEVEN",2016,16
"2350","VIS, DANIEL;MICHAUD, ALLISON;SZABO, LIAN;KELLY, MARGARET M.;MARTIN, LIAM;WEATHERALD, JASON",2022,0
"2351","TORAYA, T;KIDA, T;TANAKA, S;MATSUSHITA, M;TSURUKAI, T;SHIOTSUKA, H",1998,6
"2352","BARTELS, SARA LAUREEN;JOHNSSON, SOPHIE, I;BOERSMA, KATJA;FLINK, IDA;MCCRACKEN, LANCE M.;PETERSSON, SUZANNE;CHRISTIE, HANNAH L.;FELDMAN, INNA;SIMONS, LAURA E.;ONGHENA, PATRICK;VLAEYEN, JOHAN W. S.;WICKSELL, RIKARD K.",2022,0
"2353","KNOX, EMILY C. L.;QUIRK, HELEN;GLAZEBROOK, CRIS;RANDELL, TABITHA;BLAKE, HOLLY",2019,21
"2354","CLAYTON, MICHAEL C.;WOODARD, CAMILLE",2007,10
"2355","WINE, BYRON;FREEMAN, THOMAS R.;KING, ALLISON",2015,1
"2356","SAYWITZ, KAREN J.;WELLS, CHRISTINE R.;LARSON, RAKEL P.;HOBBS, SUE D.",2019,34
"2357","SMITH, TP;PRESSON, TL;HENEGHAN, MA;RYAN, JM",2003,59
"2358","WALSH, ROSALIND L.;KEMP, CORAL R.;HODGE, KERRY A.;BOWES, JENNIFER M.",2012,17
"2359","KUDO, H;SANDA, F;ENDO, T",2001,3
"2360","KOTZOT, D;BRAUNQUENTIN, C",1996,2
"2361","SMITH, TRISTRAM",2013,53
"2362","SVALIN, KLARA;LEVANDER, STEN",2020,9
"2363","CAN, ALP;CELIKKAN, FERDA TOPAL;CINAR, OZGUR",2017,72
"2364","MOSZCZYNSKA, ELZBIETA;KUNECKA, KAROLINA;BASZYNSKA-WILK, MARTA;PEREK-POLNIK, MARTA;MAJAK, DOROTA;GRAJKOWSKA, WIESLAWA",2022,0
"2365","OSMAN, ABDELGADIR H.;ABDALHAI, KHALID A.;HASSAN, ISRAA;ELMUBARK, MOHAMMED A.;ELAWAD, LUBABA A.",2020,0
"2366","PENG, XIAOLAN;YUAN, WEN;ZOU, JIAXIU;WANG, BING;HU, WENYUAN;XIONG, YING",2017,8
"2367","HAO, XP;ZHAN, H;WU, YZ;LIU, SW;XU, XG;JIANG, MH",2005,4
"2368","GARCOVICH, SIMONE;AMELIA, ROSANNA;MAGARELLI, NICOLA;VALENZA, VENANZIO;AMERIO, PIERLUIGI",2012,24
"2369","GIESSEL, T;BROCKER, D;SCHMIDT, P;WIDDRA, W",2003,18
"2370","LINDQVIST, A;VON MALMBORG, F",2004,32
"2371","MARTINS, JORGE N. R.;ANDERSON, CRAIG",2015,0
"2372","EBBINGHAUS, SW;HERRERA, G;MARSHALL, ME",1995,13
"2373","HARRIS, FREDRIC J.;VENOSA, ELETTRA;CHEN, XIAOFEI;DICK, CHRIS",2014,2
"2374","KEMPF, WERNER;KAZAKOV, DMITRY V.;SCHERMESSER, MARTIN;BUECHNER, STANISLAV A.;PARMENTIER, LAURENT;WYSOCKI, ANJA;PALMEDO, GABRIELE;HAEUSERMANN, PETER",2012,24
"2375","FERRE, C;BAGUENA, F;PODZAMCZER, D;SANCHEZ, C;VILADRICH, PF;GARAU, J;GUDIOL, F",1994,17
"2376","TURNER, RICHARD MYLES;PIRMOHAMED, MUNIR",2020,75
"2377","ESPIN-TELLO, SANDRA MARTINA;GARDEAZABAL, XABIER;ABASCAL, JULIO",NA,1
"2378","GIRBES, ARJ",2000,4
"2379","SINGH, RENU;IVATURI, VIJAY D.;PENZENSTADLER, JUSTIN;LIU, TAO;CHEN, JIANMENG;MARATHE, ANSHU;JI, PING;GLASER, RACHEL;NIKOLOV, NIKOLAY;SAHAJWALLA, CHANDRAHAS",2021,5
"2380","AHLAWAT, SUSHIL;KANBER, YONCA;CHARABATY-PISHVAIAN, ALINE;OZDEMIRLI, METIN;COHEN, PHILIP;BENJAMIN, STANLEY;HADDAD, NADIM",2006,21
"2381","HEBBAR, ASHWIN K.;SHASHIDHAR, K.;MURTHY, KRISHNA S.;KUMAR, VEERENDRA;ARJUNAN, RAVI",2014,2
"2382","FRATTARI, ANTONELLA;SAVINI, VINCENZO;POLILLI, ENNIO;CIBELLI, DONATELLA;TALAMAZZI, SILVIA;BOSCO, DONATELLA;CONSORTE, AUGUSTA;FAZII, PAOLO;PARRUTI, GIUSTINO",2018,12
"2383","XU, QING-JUN;ZHANG, SHI-YING;ZHUANG, HUI-ZHAO",2009,6
"2384","ZAYAC, RYAN M.;RATKOS, THOM;FRIEDER, JESSICA E.;PAULK, AMBER",2016,8
"2385","COUCE, MD;FARAGLIA, G;RUSSO, U;SINDELLARI, L;VALLE, G",1996,16
"2386","LOVE, DAVID;FAJT, VIRGINIA R.;HAIRGROVE, THOMAS;JONES, MEREDYTH;THOMPSON, JAMES A.",2017,5
"2387","CARNETT, AMARIE;HANSEN, SARAH;MCLAY, LAURIE;NEELY, LESLIE;LANG, RUSSELL",2020,15
"2388","SEIDEL, JOCHEN;DORMAN, TERESA",2006,3
"2389","DOUGALL, DOMINIC;POOLE, NORMAN;AGRAWAL, NIRUJ",2015,20
"2390","ECCHER, ALBINO;CIMA, LUCA;CIANGHEROTTI, ANDREA;MONTIN, UMBERTO;VIOLI, PAOLA;CARRARO, AMEDEO;TEDESCHI, UMBERTO;NACCHIA, FRANCESCO;FIOR, FRANCESCA;ROSTAND, MOMO;BOSCHIERO, LUIGINO;D'ERRICO, ANTONIETTA;SCARPA, ALDO;CASARTELLI-LIVIERO, MARILENA;FERRARI, GIUSEPPE;RODINI, VIVIANA;TOMASELLI, ELISABETTA;ZAMPICININI, LAURA;VANZO, FRANCESCA;BOVO, CHIARA;FELTRIN, GIUSEPPE;NEIL, DESLEY;BRUNELLI, MATTEO",2017,9
"2391","ISOBE, N.;DAMOTTE, V.;LO RE, V.;BAN, M.;PAPPAS, D.;GUILLOT-NOEL, L.;REBEIX, I.;COMPSTON, A.;MACK, T.;COZEN, W.;FONTAINE, B.;HAUSER, S. L.;OKSENBERG, J. R.;SAWCER, S.;GOURRAUD, P-A",2013,23
"2392","PACIA, CRESSIDA;HOLLOWAY, JENNIFER;GUNNING, CIARA;LEE, HELENA",2022,9
"2393","MEREDITH, CC;KEPES, JJ;JOHNSON, P;SEBASTIAN, CTS;MCMAHON, JK;ARNOLD, PM",2004,1
"2394","SERNA, LA;SCHUMAKER, JB;SHERMAN, JA;SHELDON, JB",1991,10
"2395","SINICINA, INGA;SACHS, HANS;KEIL, WOLFGANG",2017,16
"2396","FOWLER, AMY M.;ANDERSEN, JEREMIAH J.;CONWAY, PATRICK D.",2009,1
"2397","QUINN, EMILY D.;KAISER, ANN P.;LEDFORD, JENNIFER",2021,3
"2398","GUPTA, RUCHI;YADAV, SANJEEV;MITTAL, NAVKIRTI;RAHMAN, KHALIQUR;SHARMA, AKHILESH;GUPTA, ANSHUL;NITYANAND, SONIYA",2020,0
"2399","KHAN, MUHAMMAD T.;THOPIL, GEORGE ALEX;LALK, JORG",2016,11
"2400","RENTSCH, MARKUS;MEYER, JENS;ANDRASSY, JOACHIM;FISCHER-FROEHLICH, CARL-LUDWIG;RUST, CHRISTAN;MUELLER, SUSANNA;ANGELE, MARTIN;LOEHE, FLORIAN;JAUCH, KARL-WALTER;GRAEB, CHRISTIAN",2010,11
"2401","HOSOKAWA, Y;KUROKI, M;AIDA, T;INOUE, S",1991,33
"2402","COTO-PUCKETT, WENDY L.;GILBERT-BARNESS, ENID;STEELMAN, CHARLOTTE K.;STUART, TAMI;ROBINSON, HAYNES B.;SHEHATA, BAHIG M.",2010,11
"2403","ZARRIN, DAVID A.;WILSON, BAYARD R.;TETON, ZOE E.;SHELDON, BREANNA L.;DORSI, MICHAEL J.",2021,0
"2404","GORDON, JOCELYNNE;KING, NEVILLE J.;GULLONE, ELEONORA;MURIS, PETER;OLLENDICK, THOMAS H.",2007,42
"2405","KATISKO, KASPER;CAJANUS, ANTTI;KORHONEN, TITTA;REMES, ANNE M.;HAAPASALO, ANNAKAISA;SOLJE, EINO",2019,6
"2406","FREDERIKSEN, HENRIK",2019,3
"2407","RICHARDSON, P;SCHULENBURG, WE",1992,13
"2408","BOURBEAU, JEAN",2021,0
"2409","BENE, MARTON;SZABO, GABRIELLA",2021,0
"2410","GONZALEZ-LOPEZ, R.;BUENO-SERRANO, G.;VAZQUEZ-ESCUDEROS, J. J.;MAYOR-DE CASTRO, J.;GONZALEZ-ENGUITA, C.",2013,7
"2411","SEKIGUCHI, NODOKA;KUBOTA, SAE;NOGUCHI, TAKURO;FUKUSHIMA, TOSHIROU;KOBAYASHI, TAKASHI;KANDA, SHINTARO;KOIZUMI, TOMONOBU;MIYAKE, TOMOMI;SHIRAI, TAKUSHI;OKUYAMA, RYUHEI",2020,3
"2412","MENAPACE, R.;FINDL, O.;KRIECHBAUM, K.;LEYDOLT-KOEPPL, CH.",2007,74
"2413","TOSCO, PAOLO;TANTERI, GIULIA;IAQUINTA, CATERINA;FASOLIS, MASSIMO;ROCCIA, FABIO;BERRONE, SID;GARZINO-DEMO, PAOLO",2009,32
"2414","MONTERO, IGNACIO;LEON, ORFELIO G.",2007,1080
"2415","LEFAUCHEUR, JEAN-PASCAL",2016,79
"2416","QIAO JINZHONG;ZHANG QIAOLING;CHENG YUAN",2007,2
"2417","HOU, JUNJIE;ZHOU, XUEMEI;YANG, ZHI;NIE, HUAGUI",2020,1
"2418","WANG, SI-ZHU;DAI, YING-HUAN;ZHANG, JIE;LU, FANG-GEN;YAN, LA-MEI;WU, SHAN",2021,1
"2419","HARTZ, RENEE M.;GOULD, KAITLIN;HARPER, JILL M.;LUISELLI, JAMES K.",2021,0
"2420","ANDERSON-QUINONES, CATHERINE D.;EVANS, WILLIAM, I;PERCHIK, MADISON C.;WOJCIK, PETER K.;LAPLANT, JACQUELYN;FOWLER, BRIAN T.",2022,0
"2421","DELIGOZ, HUSEYIN;YILMAZOGLU, MESUT;YILMAZTURK, SERPIL;SAHIN, YAVUZ;ULUTAS, KEMAL",2012,15
"2422","WEITZ, MARCUS;PORTZ, SUNIVA;LAUBE, GUIDO F.;MEERPOHL, JOERG J.;BASSLER, DIRK",2016,8
"2423","FRIEDMAN, RC;LEE, SW",1996,5
"2424","MORRIS, DAVID L.;TAYLOR, KIMBERLY E.;FERNANDO, MICHELLE M. A.;NITITHAM, JOANNE;ALARCON-RIQUELME, MARTA E.;BARCELLOS, LISA F.;BEHRENS, TIMOTHY W.;COTSAPAS, CHRIS;GAFFNEY, PATRICK M.;GRAHAM, ROBERT R.;PONS-ESTEL, BERNARDO A.;GREGERSEN, PETER K.;HARLEY, JOHN B.;HAUSER, STEPHEN L.;HOM, GEOFFREY;LANGEFELD, CARL D.;NOBLE, JANELLE A.;RIOUX, JOHN D.;SELDIN, MICHAEL F.;CRISWEL, LINDSEY A.;VYSE, TIMOTHY J.",2012,105
"2425","LEVINSON, JOHN;ROSSI, ISOLINA R.;KUAN, EDWARD C.;TAJUDEEN, BOBBY A.",NA,0
"2426","MIURA, Y;HIROTA, K;MOTO, H;YAMADA, B",1999,41
"2427","LANDOLFI, JENNIFER A.;GAFFNEY, PATRICIA M.;MCMANAMON, RITA;GOTTDENKER, NICOLE L.;ELLIS, ANGELA E.;RECH, RAQUEL R.;HAN, SUSHAN;LOWENSTINE, LINDA J.;AGNEW, DALEN;GARNER, MICHAEL M.;MCALOOSE, DENISE;HOLLINGER, CHARLOTTE;ST. LEGER, JUDY;TERRELL, SCOTT P.;DUNCAN, MARY;PESSIER, ALLAN P.",2021,1
"2428","KHALATBARI, MAHMOUD REZA;ABBASSIOUN, KAZEM;AMIRJMSHIDI, ABBAS",2013,21
"2429","OK, MIN WOOK;HOWORTH, SARAH K.",2022,1
"2430","BORG, JOHN-JOSEPH;AISLAITNER, GEORGE;PIROZYNSKI, MICHAL;MIFSUD, STEPHEN",2011,61
"2431","CHAN, PHILIP G. C.;GOH, GERARD S.",2018,12
"2432","BORJIHAN, G;KATSURAYA, K;URYU, T",1999,0
"2433","RAJA, KS;RAGHUNATHAN, VA;RAMAKRISHNAN, S",1998,25
"2434","TREABA, DIANA O.;KHEDR, SALWA;MANGRAY, SHAMLAL;JACKSON, CYNTHIA;CASTILLO, JORGE J.;WINER, ERIC S.",2012,0
"2435","RUSSELL, ROBERT L.;JONES, MARYLOUISE E.;MILLER, STEVEN A.",2007,16
"2436","YAMAMOTO, NORIO;KATOH, SHINSUKE;HIGASHINO, KOUSAKU;SAIRYO, KOICHI",2014,8
"2437","KUMARAVEL, SHANMUGASUNDARAM",2012,0
"2438","MARKIES, BA;WIJKENS, P;BOERSMA, J;KOOIJMAN, H;VELDMAN, N;SPEK, AL;VANKOTEN, G",1994,38
"2439","HARUTYUNYAN, MISAK;HUANG, YUNJIE;MUN, KYU-SHIK;YANG, FANMUYI;ARORA, KAVISHA;NAREN, ANJAPARAVANDA P.",2018,26
"2440","TAYLOR, GB;PAVIOUR, SD;MUSAAD, S;JONES, WO;HOLLAND, D",2003,153
"2441","ISENBERG, SA;LEHRER, PM;HOCHRON, S",1992,135
"2442","O'NEIL, JENNIFER;EGAN, MARY;MARSHALL, SHAWN;BILODEAU, MARTIN;PELLETIER, LUC;SVEISTRUP, HEIDI",2019,7
"2443","MORRISON, JULIE Q.",2013,5
"2444","MONROE, D;HOFFMAN, M;ROBERTS, HR",2002,476
"2445","MADAPA, SUDHARSHAN;GADHIYA, SATISHKUMAR;KURTZMAN, THOMAS;ALBERTS, IAN L.;RAMSEY, STEVEN;REITH, MAARTEN;HARDING, WAYNE W.",2017,8
"2446","FRANKE, KATJA;GASER, CHRISTIAN",2019,144
"2447","REES, THOMAS;RAISON, NICHOLAS;SHEIKH, MOHAMMED IQBAL;JAFFRY, ZAHRA;MADAAN, SANJEEV;CHALLACOMBE, BEN;AHMED, KAMRAN;DASGUPTA, PROKAR",2016,7
"2448","KASARI, CONNIE;SHIRE, STEPHANIE;FACTOR, REINA;MCCRACKEN, CAITLIN",2014,18
"2449","KARGER, B",1995,35
"2450","BABILONI, FABIO;ASTOLFI, LAURA",2014,263
"2451","ROOT, JENNY R.;STEVENSON, BRADLEY S.;DAVIS, LUANN LEY;GEDDES-HALL, JENNIFER;TEST, DAVID W.",2017,33
"2452","PLOSKER, GL;NOBLE, S",1999,40
"2453","VIERCK, CHARLES J.;CHAPMAN, C. RICHARD",2018,1
"2454","FLORIDI, CHIARA;BOSCARATO, PIETRO;VENTURA, CLAUDIO;BRUNO, ALESSANDRA;ROSSINI, NICOLO';BALDASSARI, MICHELA;LANZA, CECILIA;FABRIZZI, BENEDETTA;CANDELARI, ROBERTO;GIOVAGNONI, ANDREA",2022,0
"2455","CUI, ZAIXU;ZHAO, CHENXI;GONG, GAOLANG",2015,3
"2456","PAVLIDIS, PAVLOS;KARAKASI, MARIA-VALERIA;KOUROUPI, MARIA;THEODOROPOULOU, EFTHIMIA;BIRBILIS, THEODOSSIOS A.",2018,0
"2457","ZHONG, WENWAN",2009,190
"2458","FORDE, P.;MURPHY, C.;O'SULLIVAN, C.;CARNEY, D.",2011,0
"2459","NYLEN, BRENDON;KING, SETH",2021,1
"2460","BERTRAM, C;POPKEN, F;RUTT, J",2001,15
"2461","WAKE, MELISSA;HU, YANHONG JESSIKA;WARREN, HAYLEY;DANCHIN, MARGIE;FAHEY, MICHAEL;ORSINI, FRANCESCA;PACILLI, MAURIZIO;PERRETT, KIRSTEN P.;SAFFERY, RICHARD;DAVIDSON, ANDREW",2020,5
"2462","PAPACONSTANTINOU, D.;GAROUFALIA, Z.;KYKALOS, S.;NASTOS, C.;TSAPRALIS, D.;IOANNIDIS, O.;MICHALINOS, A.;CHATZIMAVROUDIS, G.;SCHIZAS, D.",2020,7
"2463","BRAMLETT, RON;CATES, GARY L.;SAVINA, ELENA;LAUINGER, BRITTNI",2010,41
"2464","DELIVERSKA, ELITSA G.;STOYANOV, HRISTO D.",2013,1
"2465","DONG, JING;MAJ, CARLO;TSAVACHIDIS, SPIRIDON;OSTROM, QUINN T.;GHARAHKHANI, PUYA;ANDERSON, LESLEY A.;WU, ANNA H.;YE, WEIMIN;BERNSTEIN, LESLIE;BORISOV, OLEG;SCHROEDER, JULIA;CHOW, WONG-HO;GAMMON, MARILIE D.;LIU, GEOFFREY;CALDAS, CARLOS;PHAROAH, PAUL D.;RISCH, HARVEY A.;MAY, ANDREA;GERGES, CHRISTIAN;ANDERS, MARIO;VENERITO, MARINO;SCHMIDT, THOMAS;IZBICKI, JAKOB R.;HOELSCHER, ARNULF H.;SCHUMACHER, BRIGITTE;VASHIST, YOGESH;NEUHAUS, HORST;ROESCH, THOMAS;KNAPP, MICHAEL;KRAWITZ, PETER;BOEHMER, ANNE;IYER, PRASAD G.;REID, BRIAN J.;LAGERGREN, JESPER;SHAHEEN, NICHOLAS J.;CORLEY, DOUGLAS A.;GOCKEL, INES;FITZGERALD, REBECCA C.;COOK, MICHAEL B.;WHITEMAN, DAVID C.;VAUGHAN, THOMAS L.;SCHUMACHER, JOHANNES;THRIFT, AARON P.",2020,6
"2466","ROSEMEYER, V;MICHIELS, J;VERRETH, C;VANDERLEYDEN, J",1998,93
"2467","DE BENEDETTI, FABRIZIO",2009,25
"2468","LIU, JIN;HUANG, JIAN;XIE, YANG;MA, SHUANGGE",2013,6
"2469","LIN, KC",1996,10
"2470","FRANBERG, MATTIAS;STRAWBRIDGE, RONA J.;HAMSTER, ANDERS;DE FAIRE, ULF;LAGERGREN, JENS;SENNBLAD, BENGT",2017,0
"2471","KROESCH, ALLISON M.;JOZWIK, SARA;DOUGLAS, KAREN H.;CHUNG, YUN-CHING;UPHOLD, NICOLE M.;BAKER, EMILEE",2022,0
"2472","RATEY, J;SOVNER, R;PARKS, A;ROGENTINE, K",1991,90
"2473","ARNDT, MARION;HILT, GERHARD;KHLEBNIKOV, ALEXANDER F.;KOZHUSHKOV, SERGEI I.;DE MEIJERE, ARMIN",2012,14
"2474","MORGAN, RL;MENLOVE, R;SALZBERG, CL;HUDSON, P",1994,27
"2475","MAGGIN, DANIEL M.;FALLON, LINDSAY M.;SANETTI, LISA M. HAGERMOSER;RUBERTO, LAURA M.",2012,13
"2476","MASSIRONI, SARA;ROSSI, ROBERTA E.;FERRERO, STEFANO;CAVALCOLI, FEDERICA;SPAMPATTI, MATILDE P.;CONTE, DARIO;CORBETTA, SABRINA;PERACCHI, MADDALENA",2014,5
"2477","SCHOLKMANN, FELIX;HOLPER, LISA;WOLF, URSULA;WOLF, MARTIN",2013,85
"2478","XU, RD;NEMES, C;JENKINS, KM;ROURICK, RA;KASSEL, DB;LIU, CZC",2002,58
"2479","KINGSDORF, SHERI;KRAWEC, JENNIFER",2016,8
"2480","HEIDARI, NEGIN;PEARCE, JOSHUA M.",2016,68
"2481","CHAO, MIANRAN;WANG, HONGYAN;ZHANG, HAIXING;ZHONG, FUBI;LUO, ZHEN;WU, FENGYUN;SUN, FEIYANG;JIANG, JIAOJIAO;HE, XUEXUE;ZHANG, SHUMIAO;GONG, PEIWEI;WANG, BIN;SHEN, DUYI",2022,0
"2482","MORGAN, PAUL L.;SIDERIDIS, GEORGIOS;HUA, YOUJIA",2012,20
"2483","NATH, VISHWESH;SCHILLING, KURT G.;PARVATHANENI, PRASANNA;BLABER, JUSTIN;HAINLINE, ALLISON E.;DING, ZHAOHUA;ANDERSON, ADAM;LANDMAN, BENNETT A.",2018,3
"2484","SMITH, DERRICK W.;KELLY, STACY M.",2014,9
"2485","WEISSMAN-MILLER, DEBORAH;MILLER, ROSALIE J.;SHOTWELL, MARY P.",2017,0
"2486","GARBACZ, S. ANDREW;BEATTIE, TIFFANY;NOVOTNAK, TANYA;KURTZ-NELSON, EVA;ZAHN, MIRANDA;YIM-DOCKERY, HUNA;COHENOUR, JESSICA;JORDAN, PHOEBE",2020,3
"2487","PHIPPS, HALA;DE VRIES, BRADLEY;HYETT, JON;OSBORN, DAVID A.",2014,10
"2488","CHAMPAGNE, TINA",2011,19
"2489","SUGANO, SHOU;TANAKA, YUSUKE;KOUZAI, HIROAKI",2015,0
"2490","SABOUNCHEI, SEYYED JAVAD;SHAHRIARY, PARISA;SALEHZADEH, SADEGH;GHOLIEE, YASIN;KHAVASI, HAMID REZA",2013,9
"2491","WAKELY, PAUL E., JR.",2022,2
"2492","GILMORE, NATALIE;DWYER, MICHAELA;KIRAN, SWATHI",2019,21
"2493","BYTZER, P",2002,15
"2494","CAMPBELL, ROBERT J.;BELL, CHAIM M.;CAMPBELL, ERICA DE L. P.;GILL, SUDEEP S.",2013,11
"2495","NICHOLAS, MJ;BOYLE, ME",1983,2
"2496","SUGGETT, J. A.",2015,1
"2497","HAYES, SC",1985,0
"2498","BOWER, PETER;RICK, JO;KENNEDY, ANNE;SALISBURY, CHRIS;COLLIER, DAVID;TORGERSON, DAVID;GRAFFY, JONATHAN;TREWEEK, SHAUN;ELDRIDGE, SANDRA;MADURASINGHE, VICHITHRANIE;KNAPP, PETER;HUGHES-MORLEY, ADWOA;SMALL, NICOLA",2015,0
"2499","KANE, VV;DEWOLF, WH;BICKELHAUPT, F",1994,97
"2500","WERBART, ANDRZEJ",2009,2
"2501","RHODES, P;LANGDON, M;ROWLEY, E;WRIGHT, J;SMALL, N",2006,30
"2502","PENDHARKAR, CHINMAY SHRIKRISHNA;SUNITA, B. S.;PENDKUR, GANESH;NANDAGAWE, DHEERAJ J.",NA,0
"2503","TAILOR, RAJEN;GUPTA, ABHA;HERRICK, ARIANE;KWARTZ, JEFFREY",2009,50
"2504","VERMIGLIO, ELISA;BORTOLETTO, ELENA;BRUNELLI, MATTEO;SIPALA, STEFANIA;DE LEO, DOMENICO",2021,0
"2505","BEGENY, JOHN C.;LEVY, REBECCA A.;FIELD, STACEY A.",2018,10
